simulation,data_model,parameter,true_value,fitting_model,estimate_mean,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,b_for
140,Beverton-Holt,alpha,4.29,Ricker,0.89,0.23,1.55,1,-79.25407925407926,4.29,1.7,-0.53
140,Beverton-Holt,b_for,-0.53,Ricker,-0.5,-1.06,0.09,1.001,-5.660377358490571,4.29,1.7,-0.53
140,Beverton-Holt,sigma,1.7,Ricker,1.88,1.52,2.33,1.001,10.588235294117643,4.29,1.7,-0.53
140,Beverton-Holt,alpha,4.29,Beverton-Holt,6.72,2.95,9.81,1.002,56.64335664335664,4.29,1.7,-0.53
140,Beverton-Holt,b_for,-0.53,Beverton-Holt,-0.42,-0.85,0.01,1,-20.75471698113208,4.29,1.7,-0.53
140,Beverton-Holt,sigma,1.7,Beverton-Holt,1.49,1.21,1.86,1.002,-12.352941176470587,4.29,1.7,-0.53
142,Beverton-Holt,alpha,3.48,Ricker,0.5,0.08,0.97,1.001,-85.63218390804597,3.48,1.3,0.82
142,Beverton-Holt,b_for,0.82,Ricker,0.18,-0.23,0.6,1.001,-78.04878048780488,3.48,1.3,0.82
142,Beverton-Holt,sigma,1.3,Ricker,1.41,1.13,1.77,1.002,8.461538461538451,3.48,1.3,0.82
142,Beverton-Holt,alpha,3.48,Beverton-Holt,3.21,0.93,9.11,1.001,-7.758620689655173,3.48,1.3,0.82
142,Beverton-Holt,b_for,0.82,Beverton-Holt,0.71,0.17,1.23,1,-13.414634146341463,3.48,1.3,0.82
142,Beverton-Holt,sigma,1.3,Beverton-Holt,1.2,0.96,1.5,1.002,-7.692307692307699,3.48,1.3,0.82
143,Beverton-Holt,alpha,5.2,Ricker,0.4,0.18,0.61,1.004,-92.3076923076923,5.2,0,-1.05
143,Beverton-Holt,b_for,-1.05,Ricker,-0.85,-1.11,-0.59,1.001,-19.047619047619055,5.2,0,-1.05
143,Beverton-Holt,sigma,0,Ricker,0.58,0.47,0.73,1.002,Inf,5.2,0,-1.05
143,Beverton-Holt,alpha,5.2,Beverton-Holt,4.89,4.29,5.99,1.006,-5.961538461538471,5.2,0,-1.05
143,Beverton-Holt,b_for,-1.05,Beverton-Holt,-1.05,-1.06,-1.04,1,-0,5.2,0,-1.05
143,Beverton-Holt,sigma,0,Beverton-Holt,0.02,0.02,0.03,1,Inf,5.2,0,-1.05
146,Beverton-Holt,alpha,4.96,Ricker,0.63,0.06,1.36,1.001,-87.29838709677419,4.96,1.7,-0.67
146,Beverton-Holt,b_for,-0.67,Ricker,-0.62,-1.32,0.06,1.002,-7.4626865671641855,4.96,1.7,-0.67
146,Beverton-Holt,sigma,1.7,Ricker,2.47,1.99,3.11,1,45.29411764705884,4.96,1.7,-0.67
146,Beverton-Holt,alpha,4.96,Beverton-Holt,6.91,3.25,9.85,1,39.31451612903226,4.96,1.7,-0.67
146,Beverton-Holt,b_for,-0.67,Beverton-Holt,-0.69,-1.18,-0.2,1,2.9850746268656576,4.96,1.7,-0.67
146,Beverton-Holt,sigma,1.7,Beverton-Holt,1.7,1.37,2.13,1,0,4.96,1.7,-0.67
149,Beverton-Holt,alpha,6.03,Ricker,0.46,0.02,1.13,1.001,-92.37147595356551,6.03,1.7,0.74
149,Beverton-Holt,b_for,0.74,Ricker,0.09,-0.63,0.83,1.001,-87.83783783783784,6.03,1.7,0.74
149,Beverton-Holt,sigma,1.7,Ricker,2.54,2.06,3.17,1.001,49.41176470588236,6.03,1.7,0.74
149,Beverton-Holt,alpha,6.03,Beverton-Holt,5.29,1.59,9.68,1.002,-12.27197346600332,6.03,1.7,0.74
149,Beverton-Holt,b_for,0.74,Beverton-Holt,0.53,-0.09,1.13,1,-28.378378378378375,6.03,1.7,0.74
149,Beverton-Holt,sigma,1.7,Beverton-Holt,2.02,1.63,2.52,1.004,18.82352941176471,6.03,1.7,0.74
152,Beverton-Holt,alpha,5.61,Ricker,0.83,0.48,1.18,1,-85.20499108734403,5.61,0.6,-0.38
152,Beverton-Holt,b_for,-0.38,Ricker,-0.29,-0.48,-0.09,1.001,-23.684210526315795,5.61,0.6,-0.38
152,Beverton-Holt,sigma,0.6,Ricker,0.63,0.51,0.79,1.001,5.000000000000004,5.61,0.6,-0.38
152,Beverton-Holt,alpha,5.61,Beverton-Holt,3.87,1.16,9.54,1.001,-31.016042780748666,5.61,0.6,-0.38
152,Beverton-Holt,b_for,-0.38,Beverton-Holt,-0.27,-0.44,-0.1,1,-28.947368421052627,5.61,0.6,-0.38
152,Beverton-Holt,sigma,0.6,Beverton-Holt,0.59,0.48,0.74,1,-1.6666666666666683,5.61,0.6,-0.38
154,Beverton-Holt,alpha,4.82,Ricker,0.35,0.04,0.76,1.002,-92.73858921161826,4.82,0.9,-1.54
154,Beverton-Holt,b_for,-1.54,Ricker,-0.78,-1.3,-0.26,1.007,-49.35064935064935,4.82,0.9,-1.54
154,Beverton-Holt,sigma,0.9,Ricker,1.48,1.2,1.84,1.002,64.44444444444443,4.82,0.9,-1.54
154,Beverton-Holt,alpha,4.82,Beverton-Holt,5.62,2.05,9.71,1.001,16.597510373443978,4.82,0.9,-1.54
154,Beverton-Holt,b_for,-1.54,Beverton-Holt,-1.48,-1.76,-1.18,1,-3.8961038961038996,4.82,0.9,-1.54
154,Beverton-Holt,sigma,0.9,Beverton-Holt,0.95,0.77,1.2,1,5.555555555555547,4.82,0.9,-1.54
158,Beverton-Holt,alpha,6.92,Ricker,0.44,0.19,0.7,1.001,-93.64161849710983,6.92,0.3,-0.87
158,Beverton-Holt,b_for,-0.87,Ricker,-0.8,-1.08,-0.51,1.001,-8.045977011494246,6.92,0.3,-0.87
158,Beverton-Holt,sigma,0.3,Ricker,0.72,0.58,0.89,1.001,140,6.92,0.3,-0.87
158,Beverton-Holt,alpha,6.92,Beverton-Holt,6.72,3.22,9.84,1.001,-2.890173410404627,6.92,0.3,-0.87
158,Beverton-Holt,b_for,-0.87,Beverton-Holt,-0.87,-0.98,-0.75,1,-0,6.92,0.3,-0.87
158,Beverton-Holt,sigma,0.3,Beverton-Holt,0.37,0.3,0.46,1.001,23.333333333333336,6.92,0.3,-0.87
159,Beverton-Holt,alpha,5.73,Ricker,0.41,0.09,0.8,1.001,-92.84467713787085,5.73,0.6,-1.2
159,Beverton-Holt,b_for,-1.2,Ricker,-0.95,-1.42,-0.48,1.004,-20.833333333333336,5.73,0.6,-1.2
159,Beverton-Holt,sigma,0.6,Ricker,1.21,0.98,1.52,1.001,101.66666666666667,5.73,0.6,-1.2
159,Beverton-Holt,alpha,5.73,Beverton-Holt,6.71,3.18,9.85,1,17.102966841186728,5.73,0.6,-1.2
159,Beverton-Holt,b_for,-1.2,Beverton-Holt,-1.18,-1.37,-0.99,1,-1.6666666666666683,5.73,0.6,-1.2
159,Beverton-Holt,sigma,0.6,Beverton-Holt,0.66,0.53,0.82,1.002,10.000000000000009,5.73,0.6,-1.2
162,Beverton-Holt,alpha,5.56,Ricker,0.62,0.35,0.9,1.004,-88.84892086330935,5.56,0.2,0.61
162,Beverton-Holt,b_for,0.61,Ricker,0.15,0.01,0.3,1.006,-75.40983606557377,5.56,0.2,0.61
162,Beverton-Holt,sigma,0.2,Ricker,0.31,0.25,0.39,1.004,54.999999999999986,5.56,0.2,0.61
162,Beverton-Holt,alpha,5.56,Beverton-Holt,6.47,2.94,9.83,1.005,16.366906474820148,5.56,0.2,0.61
162,Beverton-Holt,b_for,0.61,Beverton-Holt,0.58,0.5,0.66,1.005,-4.9180327868852505,5.56,0.2,0.61
162,Beverton-Holt,sigma,0.2,Beverton-Holt,0.24,0.19,0.3,1.005,19.99999999999999,5.56,0.2,0.61
163,Beverton-Holt,alpha,7.26,Ricker,0.26,0.02,0.59,1.002,-96.41873278236915,7.26,0.8,-0.97
163,Beverton-Holt,b_for,-0.97,Ricker,-0.51,-0.89,-0.13,1.001,-47.422680412371136,7.26,0.8,-0.97
163,Beverton-Holt,sigma,0.8,Ricker,1.22,0.99,1.55,1.001,52.499999999999986,7.26,0.8,-0.97
163,Beverton-Holt,alpha,7.26,Beverton-Holt,5.84,1.98,9.77,1.002,-19.55922865013774,7.26,0.8,-0.97
163,Beverton-Holt,b_for,-0.97,Beverton-Holt,-1.12,-1.36,-0.87,1.002,15.46391752577321,7.26,0.8,-0.97
163,Beverton-Holt,sigma,0.8,Beverton-Holt,0.8,0.65,1.01,1.002,0,7.26,0.8,-0.97
164,Beverton-Holt,alpha,6.46,Ricker,2.06,1.99,2.13,1.002,-68.11145510835914,6.46,0,-0.1
164,Beverton-Holt,b_for,-0.1,Ricker,-0.24,-0.25,-0.23,1.001,139.99999999999997,6.46,0,-0.1
164,Beverton-Holt,sigma,0,Ricker,0.04,0.03,0.05,1.002,Inf,6.46,0,-0.1
164,Beverton-Holt,alpha,6.46,Beverton-Holt,7.1,6.18,9.47,1.012,9.907120743034051,6.46,0,-0.1
164,Beverton-Holt,b_for,-0.1,Beverton-Holt,-0.1,-0.1,-0.1,1.001,-0,6.46,0,-0.1
164,Beverton-Holt,sigma,0,Beverton-Holt,0,0,0,1.001,NA,6.46,0,-0.1
168,Beverton-Holt,alpha,5.21,Ricker,0.59,0.22,0.96,1,-88.67562380038387,5.21,0.9,-1.03
168,Beverton-Holt,b_for,-1.03,Ricker,-1.11,-1.52,-0.68,1,7.766990291262142,5.21,0.9,-1.03
168,Beverton-Holt,sigma,0.9,Ricker,1.04,0.84,1.3,1.001,15.555555555555557,5.21,0.9,-1.03
168,Beverton-Holt,alpha,5.21,Beverton-Holt,6.33,2.64,9.81,1,21.497120921305186,5.21,0.9,-1.03
168,Beverton-Holt,b_for,-1.03,Beverton-Holt,-1.08,-1.28,-0.88,1.001,4.854368932038839,5.21,0.9,-1.03
168,Beverton-Holt,sigma,0.9,Beverton-Holt,0.68,0.55,0.85,1.001,-24.44444444444444,5.21,0.9,-1.03
169,Beverton-Holt,alpha,7.21,Ricker,0.71,0.28,1.14,1.002,-90.15256588072123,7.21,0.5,1.25
169,Beverton-Holt,b_for,1.25,Ricker,0.36,0.06,0.66,1.003,-71.2,7.21,0.5,1.25
169,Beverton-Holt,sigma,0.5,Ricker,0.8,0.65,1.01,1.001,60.00000000000001,7.21,0.5,1.25
169,Beverton-Holt,alpha,7.21,Beverton-Holt,7.54,4.5,9.89,1.001,4.5769764216366164,7.21,0.5,1.25
169,Beverton-Holt,b_for,1.25,Beverton-Holt,1.27,1.09,1.43,1,1.6000000000000014,7.21,0.5,1.25
169,Beverton-Holt,sigma,0.5,Beverton-Holt,0.53,0.43,0.66,1.001,6.000000000000005,7.21,0.5,1.25
170,Beverton-Holt,alpha,4.93,Ricker,0.35,0.02,0.79,1.013,-92.90060851926978,4.93,0.8,-1.15
170,Beverton-Holt,b_for,-1.15,Ricker,-0.78,-1.35,-0.23,1.02,-32.17391304347825,4.93,0.8,-1.15
170,Beverton-Holt,sigma,0.8,Ricker,1.4,1.13,1.78,1.006,74.99999999999997,4.93,0.8,-1.15
170,Beverton-Holt,alpha,4.93,Beverton-Holt,6.09,2.46,9.77,1.002,23.529411764705888,4.93,0.8,-1.15
170,Beverton-Holt,b_for,-1.15,Beverton-Holt,-1.32,-1.56,-1.07,1,14.782608695652188,4.93,0.8,-1.15
170,Beverton-Holt,sigma,0.8,Beverton-Holt,0.82,0.66,1.02,1,2.499999999999988,4.93,0.8,-1.15
171,Beverton-Holt,alpha,5.45,Ricker,0.65,0.27,1.05,1.004,-88.07339449541284,5.45,0.7,-0.9
171,Beverton-Holt,b_for,-0.9,Ricker,-0.87,-1.26,-0.48,1.002,-3.333333333333336,5.45,0.7,-0.9
171,Beverton-Holt,sigma,0.7,Ricker,1,0.81,1.25,1.001,42.85714285714287,5.45,0.7,-0.9
171,Beverton-Holt,alpha,5.45,Beverton-Holt,5.7,2.13,9.74,1.003,4.587155963302752,5.45,0.7,-0.9
171,Beverton-Holt,b_for,-0.9,Beverton-Holt,-0.9,-1.11,-0.7,1.001,-0,5.45,0.7,-0.9
171,Beverton-Holt,sigma,0.7,Beverton-Holt,0.7,0.57,0.88,1.001,0,5.45,0.7,-0.9
173,Beverton-Holt,alpha,4.21,Ricker,0.41,0.03,0.96,1.001,-90.26128266033254,4.21,0.8,-3.23
173,Beverton-Holt,b_for,-3.23,Ricker,-1.31,-1.96,-0.63,1.004,-59.44272445820433,4.21,0.8,-3.23
173,Beverton-Holt,sigma,0.8,Ricker,1.88,1.53,2.34,1.001,134.99999999999997,4.21,0.8,-3.23
173,Beverton-Holt,alpha,4.21,Beverton-Holt,6.01,3.14,9.78,1.002,42.75534441805225,4.21,0.8,-3.23
173,Beverton-Holt,b_for,-3.23,Beverton-Holt,-3.18,-3.4,-2.93,1,-1.5479876160990658,4.21,0.8,-3.23
173,Beverton-Holt,sigma,0.8,Beverton-Holt,0.72,0.59,0.9,1,-10.000000000000009,4.21,0.8,-3.23
174,Beverton-Holt,alpha,5.49,Ricker,0.52,0.12,0.92,1.003,-90.52823315118398,5.49,0.8,1.02
174,Beverton-Holt,b_for,1.02,Ricker,0.26,-0.09,0.62,1.002,-74.50980392156863,5.49,0.8,1.02
174,Beverton-Holt,sigma,0.8,Ricker,1.06,0.86,1.33,1.005,32.5,5.49,0.8,1.02
174,Beverton-Holt,alpha,5.49,Beverton-Holt,6.4,2.84,9.8,1.005,16.57559198542805,5.49,0.8,1.02
174,Beverton-Holt,b_for,1.02,Beverton-Holt,1.14,0.83,1.39,1.003,11.764705882352931,5.49,0.8,1.02
174,Beverton-Holt,sigma,0.8,Beverton-Holt,0.79,0.64,0.99,1.002,-1.250000000000001,5.49,0.8,1.02
176,Beverton-Holt,alpha,5.35,Ricker,0.97,0.23,1.76,1.002,-81.86915887850468,5.35,1.8,0.63
176,Beverton-Holt,b_for,0.63,Ricker,0.27,-0.38,0.93,1.001,-57.142857142857146,5.35,1.8,0.63
176,Beverton-Holt,sigma,1.8,Ricker,2.21,1.79,2.74,1.001,22.777777777777775,5.35,1.8,0.63
176,Beverton-Holt,alpha,5.35,Beverton-Holt,6.59,2.75,9.83,1.001,23.177570093457952,5.35,1.8,0.63
176,Beverton-Holt,b_for,0.63,Beverton-Holt,0.8,0.29,1.32,1,26.98412698412699,5.35,1.8,0.63
176,Beverton-Holt,sigma,1.8,Beverton-Holt,1.76,1.42,2.21,1.001,-2.222222222222224,5.35,1.8,0.63
177,Beverton-Holt,alpha,6.42,Ricker,0.29,0.02,0.73,1,-95.48286604361371,6.42,0.8,-2.57
177,Beverton-Holt,b_for,-2.57,Ricker,-0.85,-1.43,-0.23,1.002,-66.9260700389105,6.42,0.8,-2.57
177,Beverton-Holt,sigma,0.8,Ricker,1.84,1.49,2.31,1.001,130,6.42,0.8,-2.57
177,Beverton-Holt,alpha,6.42,Beverton-Holt,6.04,2.64,9.78,1,-5.919003115264795,6.42,0.8,-2.57
177,Beverton-Holt,b_for,-2.57,Beverton-Holt,-2.56,-2.84,-2.26,1.001,-0.3891050583657505,6.42,0.8,-2.57
177,Beverton-Holt,sigma,0.8,Beverton-Holt,0.93,0.75,1.17,1.003,16.25,6.42,0.8,-2.57
179,Beverton-Holt,alpha,5.09,Ricker,0.45,0.03,1.07,1.001,-91.15913555992141,5.09,1.5,0.15
179,Beverton-Holt,b_for,0.15,Ricker,0.01,-0.63,0.65,1,-93.33333333333333,5.09,1.5,0.15
179,Beverton-Holt,sigma,1.5,Ricker,2.22,1.79,2.83,1.004,48.00000000000001,5.09,1.5,0.15
179,Beverton-Holt,alpha,5.09,Beverton-Holt,5.53,1.96,9.71,1,8.644400785854625,5.09,1.5,0.15
179,Beverton-Holt,b_for,0.15,Beverton-Holt,0.25,-0.25,0.74,1,66.66666666666667,5.09,1.5,0.15
179,Beverton-Holt,sigma,1.5,Beverton-Holt,1.73,1.41,2.14,1.001,15.333333333333334,5.09,1.5,0.15
181,Beverton-Holt,alpha,5.24,Ricker,0.79,0.52,1.07,1.004,-84.9236641221374,5.24,0.4,0.48
181,Beverton-Holt,b_for,0.48,Ricker,0.17,0,0.33,1.004,-64.58333333333331,5.24,0.4,0.48
181,Beverton-Holt,sigma,0.4,Ricker,0.46,0.37,0.58,1.003,15,5.24,0.4,0.48
181,Beverton-Holt,alpha,5.24,Beverton-Holt,5.46,1.75,9.76,1.009,4.198473282442743,5.24,0.4,0.48
181,Beverton-Holt,b_for,0.48,Beverton-Holt,0.42,0.25,0.56,1.011,-12.5,5.24,0.4,0.48
181,Beverton-Holt,sigma,0.4,Beverton-Holt,0.44,0.36,0.55,1.001,9.999999999999995,5.24,0.4,0.48
183,Beverton-Holt,alpha,4.69,Ricker,1.43,1.11,1.76,1.001,-69.50959488272922,4.69,0.4,-0.2
183,Beverton-Holt,b_for,-0.2,Ricker,-0.46,-0.61,-0.31,1,130,4.69,0.4,-0.2
183,Beverton-Holt,sigma,0.4,Ricker,0.45,0.36,0.56,1.002,12.499999999999996,4.69,0.4,-0.2
183,Beverton-Holt,alpha,4.69,Beverton-Holt,6.85,3.36,9.86,1,46.0554371002132,4.69,0.4,-0.2
183,Beverton-Holt,b_for,-0.2,Beverton-Holt,-0.22,-0.35,-0.1,1,9.999999999999995,4.69,0.4,-0.2
183,Beverton-Holt,sigma,0.4,Beverton-Holt,0.41,0.33,0.51,1,2.499999999999988,4.69,0.4,-0.2
184,Beverton-Holt,alpha,3.77,Ricker,0.8,0.45,1.14,1.002,-78.77984084880636,3.77,0.5,0.83
184,Beverton-Holt,b_for,0.83,Ricker,0.36,0.13,0.58,1.001,-56.626506024096386,3.77,0.5,0.83
184,Beverton-Holt,sigma,0.5,Ricker,0.58,0.47,0.72,1.002,15.999999999999993,3.77,0.5,0.83
184,Beverton-Holt,alpha,3.77,Beverton-Holt,6.56,2.82,9.82,1.003,74.00530503978779,3.77,0.5,0.83
184,Beverton-Holt,b_for,0.83,Beverton-Holt,0.86,0.7,1.01,1.003,3.6144578313253044,3.77,0.5,0.83
184,Beverton-Holt,sigma,0.5,Beverton-Holt,0.48,0.38,0.6,1.002,-4.0000000000000036,3.77,0.5,0.83
185,Beverton-Holt,alpha,7.05,Ricker,0.33,0.01,0.91,1.001,-95.31914893617021,7.05,1.4,-2.1
185,Beverton-Holt,b_for,-2.1,Ricker,-0.83,-1.54,-0.1,1.003,-60.476190476190474,7.05,1.4,-2.1
185,Beverton-Holt,sigma,1.4,Ricker,2.37,1.92,2.95,1.002,69.2857142857143,7.05,1.4,-2.1
185,Beverton-Holt,alpha,7.05,Beverton-Holt,4.59,1.13,9.59,1.009,-34.8936170212766,7.05,1.4,-2.1
185,Beverton-Holt,b_for,-2.1,Beverton-Holt,-2.09,-2.57,-1.38,1.007,-0.47619047619048716,7.05,1.4,-2.1
185,Beverton-Holt,sigma,1.4,Beverton-Holt,1.58,1.26,2.07,1.01,12.857142857142868,7.05,1.4,-2.1
187,Beverton-Holt,alpha,5.92,Ricker,0.46,0.02,1.15,1.002,-92.22972972972973,5.92,1.7,0.23
187,Beverton-Holt,b_for,0.23,Ricker,-0.06,-0.76,0.66,1.001,-126.08695652173914,5.92,1.7,0.23
187,Beverton-Holt,sigma,1.7,Ricker,2.56,2.09,3.19,1,50.58823529411766,5.92,1.7,0.23
187,Beverton-Holt,alpha,5.92,Beverton-Holt,3.11,0.37,9.04,1.014,-47.46621621621622,5.92,1.7,0.23
187,Beverton-Holt,b_for,0.23,Beverton-Holt,0.15,-0.53,0.79,1.008,-34.78260869565218,5.92,1.7,0.23
187,Beverton-Holt,sigma,1.7,Beverton-Holt,2.18,1.73,2.74,1.004,28.235294117647072,5.92,1.7,0.23
191,Beverton-Holt,alpha,6.51,Ricker,0.28,0.04,0.59,1.001,-95.6989247311828,6.51,0.7,-1.68
191,Beverton-Holt,b_for,-1.68,Ricker,-0.92,-1.32,-0.51,1.003,-45.238095238095234,6.51,0.7,-1.68
191,Beverton-Holt,sigma,0.7,Ricker,1.03,0.83,1.29,1.001,47.14285714285715,6.51,0.7,-1.68
191,Beverton-Holt,alpha,6.51,Beverton-Holt,4.19,1.78,9.56,1.01,-35.637480798771115,6.51,0.7,-1.68
191,Beverton-Holt,b_for,-1.68,Beverton-Holt,-1.64,-1.81,-1.45,1.003,-2.380952380952383,6.51,0.7,-1.68
191,Beverton-Holt,sigma,0.7,Beverton-Holt,0.54,0.44,0.67,1,-22.857142857142847,6.51,0.7,-1.68
195,Beverton-Holt,alpha,5.65,Ricker,0.89,0.33,1.45,0.999,-84.24778761061947,5.65,1.4,0.47
195,Beverton-Holt,b_for,0.47,Ricker,0.09,-0.4,0.57,1,-80.85106382978724,5.65,1.4,0.47
195,Beverton-Holt,sigma,1.4,Ricker,1.66,1.34,2.08,1.001,18.571428571428573,5.65,1.4,0.47
195,Beverton-Holt,alpha,5.65,Beverton-Holt,5.91,2.11,9.81,1.001,4.60176991150442,5.65,1.4,0.47
195,Beverton-Holt,b_for,0.47,Beverton-Holt,0.42,-0.03,0.87,1,-10.638297872340424,5.65,1.4,0.47
195,Beverton-Holt,sigma,1.4,Beverton-Holt,1.49,1.2,1.86,1.001,6.428571428571434,5.65,1.4,0.47
