simulation,data_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,b_for,alpha_estimate,sigma_estimate,b_for_estimate
185,Beverton-Holt,alpha,1.98,Beverton-Holt,3.35,1.32,9.66,1.002,69.1919191919192,1.98,0.8,-0.61,3.35,0.88,-0.81
185,Beverton-Holt,b_for,-0.61,Beverton-Holt,-0.81,-1.07,-0.54,1.002,32.78688524590165,1.98,0.8,-0.61,3.35,0.88,-0.81
185,Beverton-Holt,sigma,0.8,Beverton-Holt,0.88,0.72,1.11,1.001,9.999999999999995,1.98,0.8,-0.61,3.35,0.88,-0.81
187,Beverton-Holt,alpha,2.06,Ricker,0.37,0.03,1.02,1,-82.03883495145631,2.06,1.7,0.23,0.37,2.3,0.01
187,Beverton-Holt,b_for,0.23,Ricker,0.01,-0.66,0.67,1.001,-95.65217391304347,2.06,1.7,0.23,0.37,2.3,0.01
187,Beverton-Holt,sigma,1.7,Ricker,2.3,1.87,2.91,1.001,35.29411764705882,2.06,1.7,0.23,0.37,2.3,0.01
187,Beverton-Holt,alpha,2.06,Beverton-Holt,0.71,0.06,1.82,1.009,-65.53398058252426,2.06,1.7,0.23,0.71,2.13,0.06
187,Beverton-Holt,b_for,0.23,Beverton-Holt,0.06,-0.58,0.62,1.017,-73.91304347826086,2.06,1.7,0.23,0.71,2.13,0.06
187,Beverton-Holt,sigma,1.7,Beverton-Holt,2.13,1.74,2.79,1.003,25.29411764705882,2.06,1.7,0.23,0.71,2.13,0.06
189,Ricker,alpha,2.27,Ricker,2.24,1.97,2.52,1.002,-1.3215859030836918,2.27,0.9,-0.8,2.24,0.63,-0.68
189,Ricker,b_for,-0.8,Ricker,-0.68,-0.87,-0.48,1,-15,2.27,0.9,-0.8,2.24,0.63,-0.68
189,Ricker,sigma,0.9,Ricker,0.63,0.52,0.79,1.002,-30,2.27,0.9,-0.8,2.24,0.63,-0.68
189,Ricker,alpha,2.27,Beverton-Holt,6.7,3.01,9.81,1,195.15418502202644,2.27,0.9,-0.8,6.7,1.34,0.08
189,Ricker,b_for,-0.8,Beverton-Holt,0.08,-0.33,0.49,1,-110,2.27,0.9,-0.8,6.7,1.34,0.08
189,Ricker,sigma,0.9,Beverton-Holt,1.34,1.09,1.69,1,48.88888888888889,2.27,0.9,-0.8,6.7,1.34,0.08
190,Ricker,alpha,1.36,Ricker,1.48,1.16,1.8,1.001,8.823529411764698,1.36,0.5,0.06,1.48,0.43,0.22
190,Ricker,b_for,0.06,Ricker,0.22,0.07,0.37,1,266.6666666666667,1.36,0.5,0.06,1.48,0.43,0.22
190,Ricker,sigma,0.5,Ricker,0.43,0.36,0.54,1.002,-14.000000000000002,1.36,0.5,0.06,1.48,0.43,0.22
190,Ricker,alpha,1.36,Beverton-Holt,4.67,1.79,9.67,1.005,243.3823529411764,1.36,0.5,0.06,4.67,0.51,0.27
190,Ricker,b_for,0.06,Beverton-Holt,0.27,0.09,0.43,1.005,350.00000000000006,1.36,0.5,0.06,4.67,0.51,0.27
190,Ricker,sigma,0.5,Beverton-Holt,0.51,0.42,0.65,1.001,2.0000000000000018,1.36,0.5,0.06,4.67,0.51,0.27
191,Beverton-Holt,alpha,4.58,Ricker,0.88,0.29,1.43,1.003,-80.78602620087337,4.58,1.8,-0.75,0.88,1.56,-0.69
191,Beverton-Holt,b_for,-0.75,Ricker,-0.69,-1.18,-0.18,1.001,-8.000000000000007,4.58,1.8,-0.75,0.88,1.56,-0.69
191,Beverton-Holt,sigma,1.8,Ricker,1.56,1.28,1.98,1,-13.333333333333332,4.58,1.8,-0.75,0.88,1.56,-0.69
191,Beverton-Holt,alpha,4.58,Beverton-Holt,5.49,1.34,9.74,1.002,19.868995633187776,4.58,1.8,-0.75,5.49,1.48,-0.85
191,Beverton-Holt,b_for,-0.75,Beverton-Holt,-0.85,-1.3,-0.38,1.001,13.33333333333333,4.58,1.8,-0.75,5.49,1.48,-0.85
191,Beverton-Holt,sigma,1.8,Beverton-Holt,1.48,1.21,1.87,1,-17.777777777777782,4.58,1.8,-0.75,5.49,1.48,-0.85
195,Beverton-Holt,alpha,6.41,Ricker,0.89,0.32,1.48,1.002,-86.1154446177847,6.41,1.4,0.47,0.89,1.65,0.08
195,Beverton-Holt,b_for,0.47,Ricker,0.08,-0.4,0.6,1,-82.9787234042553,6.41,1.4,0.47,0.89,1.65,0.08
195,Beverton-Holt,sigma,1.4,Ricker,1.65,1.35,2.12,1.001,17.857142857142858,6.41,1.4,0.47,0.89,1.65,0.08
195,Beverton-Holt,alpha,6.41,Beverton-Holt,5.95,2.07,9.77,1.002,-7.176287051482059,6.41,1.4,0.47,5.95,1.47,0.41
195,Beverton-Holt,b_for,0.47,Beverton-Holt,0.41,-0.03,0.85,1,-12.765957446808512,6.41,1.4,0.47,5.95,1.47,0.41
195,Beverton-Holt,sigma,1.4,Beverton-Holt,1.47,1.2,1.85,1.002,5.000000000000004,6.41,1.4,0.47,5.95,1.47,0.41
196,Beverton-Holt,alpha,4.87,Ricker,0.46,0.26,0.66,1.001,-90.55441478439425,4.87,0.1,-0.95,0.46,0.54,-0.87
196,Beverton-Holt,b_for,-0.95,Ricker,-0.87,-1.11,-0.64,1.001,-8.421052631578943,4.87,0.1,-0.95,0.46,0.54,-0.87
196,Beverton-Holt,sigma,0.1,Ricker,0.54,0.44,0.68,1,440.00000000000006,4.87,0.1,-0.95,0.46,0.54,-0.87
196,Beverton-Holt,alpha,4.87,Beverton-Holt,6.93,4.2,9.84,1.001,42.29979466119096,4.87,0.1,-0.95,6.93,0.09,-0.96
196,Beverton-Holt,b_for,-0.95,Beverton-Holt,-0.96,-0.99,-0.94,1,1.0526315789473695,4.87,0.1,-0.95,6.93,0.09,-0.96
196,Beverton-Holt,sigma,0.1,Beverton-Holt,0.09,0.07,0.11,1.001,-10.000000000000009,4.87,0.1,-0.95,6.93,0.09,-0.96
197,Beverton-Holt,alpha,4.08,Ricker,0.73,0.15,1.41,1.002,-82.1078431372549,4.08,1.6,-0.05,0.73,1.99,-0.06
197,Beverton-Holt,b_for,-0.05,Ricker,-0.06,-0.62,0.51,1.001,19.99999999999999,4.08,1.6,-0.05,0.73,1.99,-0.06
197,Beverton-Holt,sigma,1.6,Ricker,1.99,1.62,2.5,1.001,24.374999999999993,4.08,1.6,-0.05,0.73,1.99,-0.06
197,Beverton-Holt,alpha,4.08,Beverton-Holt,6.46,2.56,9.84,1,58.333333333333336,4.08,1.6,-0.05,6.46,1.57,0.2
197,Beverton-Holt,b_for,-0.05,Beverton-Holt,0.2,-0.29,0.66,1,-500,4.08,1.6,-0.05,6.46,1.57,0.2
197,Beverton-Holt,sigma,1.6,Beverton-Holt,1.57,1.27,1.98,1,-1.8750000000000016,4.08,1.6,-0.05,6.46,1.57,0.2
200,Ricker,alpha,0.85,Ricker,0.85,0.58,1.1,1.002,0,0.85,0.5,-0.58,0.85,0.59,-0.64
200,Ricker,b_for,-0.58,Ricker,-0.64,-0.84,-0.44,1.001,10.344827586206906,0.85,0.5,-0.58,0.85,0.59,-0.64
200,Ricker,sigma,0.5,Ricker,0.59,0.48,0.75,1,17.999999999999993,0.85,0.5,-0.58,0.85,0.59,-0.64
200,Ricker,alpha,0.85,Beverton-Holt,2.31,1.1,9.23,1.004,171.76470588235296,0.85,0.5,-0.58,2.31,0.65,-0.54
200,Ricker,b_for,-0.58,Beverton-Holt,-0.54,-0.73,-0.34,1,-6.896551724137918,0.85,0.5,-0.58,2.31,0.65,-0.54
200,Ricker,sigma,0.5,Beverton-Holt,0.65,0.54,0.83,1,30.000000000000004,0.85,0.5,-0.58,2.31,0.65,-0.54
