simulation,data_model,parameter,true_value,fitting_model,estimate_mean,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,b_for
140,Beverton-Holt,b_for,-0.53,Ricker,-0.55,-1.02,-0.07,0.999,3.7735849056603805,1.35,1.7,-0.53
140,Beverton-Holt,sigma,1.7,Ricker,1.59,1.29,2,1,-6.470588235294111,1.35,1.7,-0.53
140,Beverton-Holt,alpha,1.35,Beverton-Holt,5.27,1.28,9.77,1.002,290.3703703703703,1.35,1.7,-0.53
140,Beverton-Holt,b_for,-0.53,Beverton-Holt,-0.46,-0.88,-0.03,1.001,-13.207547169811322,1.35,1.7,-0.53
140,Beverton-Holt,sigma,1.7,Beverton-Holt,1.46,1.18,1.83,1.001,-14.117647058823529,1.35,1.7,-0.53
143,Beverton-Holt,alpha,2.71,Ricker,0.37,0.17,0.57,1,-86.3468634686347,2.71,0,-1.05
143,Beverton-Holt,b_for,-1.05,Ricker,-0.79,-1.02,-0.56,1,-24.76190476190476,2.71,0,-1.05
143,Beverton-Holt,sigma,0,Ricker,0.55,0.45,0.69,1.003,Inf,2.71,0,-1.05
143,Beverton-Holt,alpha,2.71,Beverton-Holt,2.66,2.58,2.74,1.004,-1.8450184501844953,2.71,0,-1.05
143,Beverton-Holt,b_for,-1.05,Beverton-Holt,-1.05,-1.06,-1.04,1.002,-0,2.71,0,-1.05
143,Beverton-Holt,sigma,0,Beverton-Holt,0.02,0.02,0.03,1,Inf,2.71,0,-1.05
145,Ricker,alpha,1.81,Ricker,1.94,1.65,2.23,1,7.182320441988944,1.81,0.7,0.34
145,Ricker,b_for,0.34,Ricker,0.43,0.23,0.65,1.001,26.470588235294105,1.81,0.7,0.34
145,Ricker,sigma,0.7,Ricker,0.68,0.55,0.86,1,-2.857142857142844,1.81,0.7,0.34
145,Ricker,alpha,1.81,Beverton-Holt,5.57,1.69,9.79,1.002,207.73480662983425,1.81,0.7,0.34
145,Ricker,b_for,0.34,Beverton-Holt,0.3,-0.17,0.75,1.001,-11.764705882352951,1.81,0.7,0.34
145,Ricker,sigma,0.7,Beverton-Holt,1.54,1.24,1.93,1,120.00000000000003,1.81,0.7,0.34
148,Ricker,alpha,0.5,Ricker,0.96,0.58,1.33,1,92,0.5,0.8,-0.15
148,Ricker,b_for,-0.15,Ricker,-0.11,-0.36,0.13,1,-26.666666666666664,0.5,0.8,-0.15
148,Ricker,sigma,0.8,Ricker,0.8,0.65,1,1.002,0,0.5,0.8,-0.15
148,Ricker,alpha,0.5,Beverton-Holt,1.92,0.66,7.99,1.006,284,0.5,0.8,-0.15
148,Ricker,b_for,-0.15,Beverton-Holt,-0.11,-0.35,0.14,1.001,-26.666666666666664,0.5,0.8,-0.15
148,Ricker,sigma,0.8,Beverton-Holt,0.86,0.7,1.08,1.001,7.499999999999993,0.5,0.8,-0.15
150,Ricker,alpha,2.09,Ricker,1.77,1.47,2.05,1.001,-15.31100478468899,2.09,0.7,0.3
150,Ricker,b_for,0.3,Ricker,0.12,-0.08,0.32,1,-60,2.09,0.7,0.3
150,Ricker,sigma,0.7,Ricker,0.65,0.53,0.82,1.002,-7.1428571428571335,2.09,0.7,0.3
150,Ricker,alpha,2.09,Beverton-Holt,5.28,1.95,9.67,1.002,152.63157894736847,2.09,0.7,0.3
150,Ricker,b_for,0.3,Beverton-Holt,0.2,-0.15,0.54,1.002,-33.33333333333333,2.09,0.7,0.3
150,Ricker,sigma,0.7,Beverton-Holt,1.12,0.9,1.41,1.001,60.00000000000002,2.09,0.7,0.3
152,Beverton-Holt,alpha,0.23,Ricker,0.19,0.02,0.41,1.002,-17.39130434782609,0.23,0.6,-0.38
152,Beverton-Holt,b_for,-0.38,Ricker,-0.24,-0.44,-0.05,1.004,-36.8421052631579,0.23,0.6,-0.38
152,Beverton-Holt,sigma,0.6,Ricker,0.6,0.49,0.75,1.002,0,0.23,0.6,-0.38
152,Beverton-Holt,alpha,0.23,Beverton-Holt,0.24,0.02,0.53,1,4.3478260869565135,0.23,0.6,-0.38
152,Beverton-Holt,b_for,-0.38,Beverton-Holt,-0.27,-0.47,-0.07,1.001,-28.947368421052627,0.23,0.6,-0.38
152,Beverton-Holt,sigma,0.6,Beverton-Holt,0.6,0.49,0.75,1.002,0,0.23,0.6,-0.38
154,Beverton-Holt,alpha,2.09,Ricker,0.29,0.02,0.69,1.001,-86.12440191387559,2.09,0.9,-1.54
154,Beverton-Holt,b_for,-1.54,Ricker,-0.73,-1.18,-0.28,1,-52.5974025974026,2.09,0.9,-1.54
154,Beverton-Holt,sigma,0.9,Ricker,1.38,1.12,1.73,1.003,53.333333333333314,2.09,0.9,-1.54
154,Beverton-Holt,alpha,2.09,Beverton-Holt,1.69,0.84,2.63,1.003,-19.13875598086124,2.09,0.9,-1.54
154,Beverton-Holt,b_for,-1.54,Beverton-Holt,-1.4,-1.73,-1.02,1.004,-9.090909090909099,2.09,0.9,-1.54
154,Beverton-Holt,sigma,0.9,Beverton-Holt,0.97,0.78,1.23,1.001,7.7777777777777715,2.09,0.9,-1.54
155,Ricker,alpha,1.4,Ricker,0.97,0.59,1.34,1.001,-30.71428571428571,1.4,1.3,-0.77
155,Ricker,b_for,-0.77,Ricker,-0.69,-1.04,-0.33,1.001,-10.389610389610398,1.4,1.3,-0.77
155,Ricker,sigma,1.3,Ricker,1.11,0.9,1.39,1.002,-14.61538461538461,1.4,1.3,-0.77
155,Ricker,alpha,1.4,Beverton-Holt,2.29,0.74,7.84,1.003,63.571428571428584,1.4,1.3,-0.77
155,Ricker,b_for,-0.77,Beverton-Holt,-0.37,-0.79,0.05,1.002,-51.94805194805195,1.4,1.3,-0.77
155,Ricker,sigma,1.3,Beverton-Holt,1.46,1.17,1.81,1,12.307692307692301,1.4,1.3,-0.77
156,Beverton-Holt,alpha,1.21,Ricker,0.59,0.45,0.72,1.002,-51.239669421487605,1.21,0.2,-0.42
156,Beverton-Holt,b_for,-0.42,Ricker,-0.41,-0.49,-0.33,1.001,-2.380952380952383,1.21,0.2,-0.42
156,Beverton-Holt,sigma,0.2,Ricker,0.24,0.19,0.3,1.001,19.99999999999999,1.21,0.2,-0.42
156,Beverton-Holt,alpha,1.21,Beverton-Holt,1.26,0.92,1.68,1.002,4.132231404958682,1.21,0.2,-0.42
156,Beverton-Holt,b_for,-0.42,Beverton-Holt,-0.39,-0.45,-0.33,1.001,-7.142857142857137,1.21,0.2,-0.42
156,Beverton-Holt,sigma,0.2,Beverton-Holt,0.2,0.16,0.25,1.001,0,1.21,0.2,-0.42
158,Beverton-Holt,alpha,1.53,Ricker,0.27,0.05,0.49,1.005,-82.35294117647058,1.53,0.3,-0.87
158,Beverton-Holt,b_for,-0.87,Ricker,-0.57,-0.81,-0.34,1.002,-34.48275862068966,1.53,0.3,-0.87
158,Beverton-Holt,sigma,0.3,Ricker,0.62,0.5,0.78,1.003,106.66666666666667,1.53,0.3,-0.87
158,Beverton-Holt,alpha,1.53,Beverton-Holt,1.88,1.21,2.98,1.008,22.875816993464042,1.53,0.3,-0.87
158,Beverton-Holt,b_for,-0.87,Beverton-Holt,-0.89,-1.01,-0.77,1.002,2.2988505747126458,1.53,0.3,-0.87
158,Beverton-Holt,sigma,0.3,Beverton-Holt,0.37,0.3,0.46,1.001,23.333333333333336,1.53,0.3,-0.87
159,Beverton-Holt,alpha,1.53,Ricker,0.33,0.06,0.64,1.001,-78.43137254901961,1.53,0.6,-1.2
159,Beverton-Holt,b_for,-1.2,Ricker,-0.83,-1.21,-0.45,1.001,-30.833333333333336,1.53,0.6,-1.2
159,Beverton-Holt,sigma,0.6,Ricker,0.96,0.78,1.2,1.002,60,1.53,0.6,-1.2
159,Beverton-Holt,alpha,1.53,Beverton-Holt,1.61,1.01,2.46,1,5.228758169934645,1.53,0.6,-1.2
159,Beverton-Holt,b_for,-1.2,Beverton-Holt,-1.23,-1.47,-1,1.001,2.500000000000002,1.53,0.6,-1.2
159,Beverton-Holt,sigma,0.6,Beverton-Holt,0.66,0.53,0.82,1.001,10.000000000000009,1.53,0.6,-1.2
160,Beverton-Holt,alpha,1.92,Ricker,0.72,0.31,1.12,1.003,-62.5,1.92,0.9,-0.47
160,Beverton-Holt,b_for,-0.47,Ricker,-0.66,-1,-0.32,1.001,40.42553191489363,1.92,0.9,-0.47
160,Beverton-Holt,sigma,0.9,Ricker,0.97,0.78,1.21,1.002,7.7777777777777715,1.92,0.9,-0.47
160,Beverton-Holt,alpha,1.92,Beverton-Holt,6.16,2.37,9.79,1.001,220.83333333333334,1.92,0.9,-0.47
160,Beverton-Holt,b_for,-0.47,Beverton-Holt,-0.5,-0.71,-0.28,1,6.382978723404261,1.92,0.9,-0.47
160,Beverton-Holt,sigma,0.9,Beverton-Holt,0.72,0.59,0.89,1.001,-20.000000000000004,1.92,0.9,-0.47
161,Beverton-Holt,alpha,1.35,Ricker,0.66,0.28,1.05,1.001,-51.11111111111111,1.35,0.8,-0.07
161,Beverton-Holt,b_for,-0.07,Ricker,-0.17,-0.44,0.09,1,142.85714285714283,1.35,0.8,-0.07
161,Beverton-Holt,sigma,0.8,Ricker,0.9,0.72,1.13,1.001,12.499999999999996,1.35,0.8,-0.07
161,Beverton-Holt,alpha,1.35,Beverton-Holt,2.06,0.64,8.14,1.006,52.59259259259259,1.35,0.8,-0.07
161,Beverton-Holt,b_for,-0.07,Beverton-Holt,-0.14,-0.39,0.11,1,100,1.35,0.8,-0.07
161,Beverton-Holt,sigma,0.8,Beverton-Holt,0.85,0.68,1.07,1,6.249999999999991,1.35,0.8,-0.07
162,Ricker,alpha,2.3,Ricker,2.23,2.12,2.34,1.001,-3.0434782608695583,2.3,0.2,0.61
162,Ricker,b_for,0.61,Ricker,0.58,0.5,0.65,1.001,-4.9180327868852505,2.3,0.2,0.61
162,Ricker,sigma,0.2,Ricker,0.24,0.19,0.3,1,19.99999999999999,2.3,0.2,0.61
162,Ricker,alpha,2.3,Beverton-Holt,3.78,1.67,9.07,1.003,64.34782608695653,2.3,0.2,0.61
162,Ricker,b_for,0.61,Beverton-Holt,0.33,-0.04,0.71,1.001,-45.90163934426229,2.3,0.2,0.61
162,Ricker,sigma,0.2,Beverton-Holt,1.24,1,1.54,1.001,520,2.3,0.2,0.61
164,Beverton-Holt,alpha,0.28,Ricker,0.25,0.25,0.26,1.007,-10.714285714285722,0.28,0,-0.1
164,Beverton-Holt,b_for,-0.1,Ricker,-0.1,-0.11,-0.1,1,-0,0.28,0,-0.1
164,Beverton-Holt,sigma,0,Ricker,0,0,0.01,1,NA,0.28,0,-0.1
164,Beverton-Holt,alpha,0.28,Beverton-Holt,0.28,0.27,0.29,1.007,0,0.28,0,-0.1
164,Beverton-Holt,b_for,-0.1,Beverton-Holt,-0.1,-0.1,-0.1,0.999,-0,0.28,0,-0.1
164,Beverton-Holt,sigma,0,Beverton-Holt,0,0,0,1.001,NA,0.28,0,-0.1
166,Ricker,alpha,1.43,Ricker,1.26,0.94,1.57,1,-11.888111888111883,1.43,0.5,0.01
166,Ricker,b_for,0.01,Ricker,0.02,-0.14,0.18,1,100,1.43,0.5,0.01
166,Ricker,sigma,0.5,Ricker,0.51,0.41,0.63,1.001,2.0000000000000018,1.43,0.5,0.01
166,Ricker,alpha,1.43,Beverton-Holt,3.35,1.29,9.3,1.003,134.2657342657343,1.43,0.5,0.01
166,Ricker,b_for,0.01,Beverton-Holt,0.1,-0.1,0.32,1.002,900.0000000000001,1.43,0.5,0.01
166,Ricker,sigma,0.5,Beverton-Holt,0.59,0.47,0.74,1.001,17.999999999999993,1.43,0.5,0.01
167,Beverton-Holt,alpha,2.83,Ricker,0.33,0.04,0.7,1.002,-88.33922261484099,2.83,0.9,0.76
167,Beverton-Holt,b_for,0.76,Ricker,0.1,-0.29,0.49,1,-86.84210526315789,2.83,0.9,0.76
167,Beverton-Holt,sigma,0.9,Ricker,1.28,1.04,1.59,1,42.22222222222222,2.83,0.9,0.76
167,Beverton-Holt,alpha,2.83,Beverton-Holt,3.52,0.54,9.36,1.004,24.381625441696112,2.83,0.9,0.76
167,Beverton-Holt,b_for,0.76,Beverton-Holt,0.61,0.06,1.07,1.007,-19.73684210526316,2.83,0.9,0.76
167,Beverton-Holt,sigma,0.9,Beverton-Holt,1.13,0.91,1.42,1.003,25.55555555555554,2.83,0.9,0.76
171,Ricker,alpha,1.25,Ricker,1.32,0.99,1.65,1.005,5.600000000000005,1.25,0.7,-0.9
171,Ricker,b_for,-0.9,Ricker,-0.94,-1.2,-0.69,1.001,4.444444444444436,1.25,0.7,-0.9
171,Ricker,sigma,0.7,Ricker,0.71,0.57,0.9,1,1.42857142857143,1.25,0.7,-0.9
171,Ricker,alpha,1.25,Beverton-Holt,1.7,0.94,2.78,1.001,35.99999999999999,1.25,0.7,-0.9
171,Ricker,b_for,-0.9,Beverton-Holt,-0.66,-0.94,-0.37,1.001,-26.666666666666664,1.25,0.7,-0.9
171,Ricker,sigma,0.7,Beverton-Holt,0.89,0.72,1.12,1,27.142857142857153,1.25,0.7,-0.9
173,Beverton-Holt,alpha,2.85,Ricker,0.39,0.03,0.88,1.002,-86.3157894736842,2.85,0.8,-3.23
173,Beverton-Holt,b_for,-3.23,Ricker,-1.3,-1.92,-0.64,1.003,-59.752321981424146,2.85,0.8,-3.23
173,Beverton-Holt,sigma,0.8,Ricker,1.81,1.46,2.27,1.001,126.25,2.85,0.8,-3.23
173,Beverton-Holt,alpha,2.85,Beverton-Holt,2.91,2.24,3.72,1.001,2.1052631578947385,2.85,0.8,-3.23
173,Beverton-Holt,b_for,-3.23,Beverton-Holt,-3.18,-3.45,-2.9,1.001,-1.5479876160990658,2.85,0.8,-3.23
173,Beverton-Holt,sigma,0.8,Beverton-Holt,0.73,0.58,0.91,1.001,-8.750000000000007,2.85,0.8,-3.23
174,Beverton-Holt,alpha,1.9,Ricker,0.51,0.15,0.87,1.002,-73.15789473684211,1.9,0.8,1.02
174,Beverton-Holt,b_for,1.02,Ricker,0.42,0.1,0.74,1.001,-58.82352941176471,1.9,0.8,1.02
174,Beverton-Holt,sigma,0.8,Ricker,0.97,0.78,1.21,1.001,21.24999999999999,1.9,0.8,1.02
174,Beverton-Holt,alpha,1.9,Beverton-Holt,1.91,1.04,2.83,1.002,0.5263157894736847,1.9,0.8,1.02
174,Beverton-Holt,b_for,1.02,Beverton-Holt,1.05,0.62,1.46,1.002,2.9411764705882377,1.9,0.8,1.02
174,Beverton-Holt,sigma,0.8,Beverton-Holt,0.8,0.64,0.99,1.001,0,1.9,0.8,1.02
175,Ricker,alpha,1.77,Ricker,1.85,1.73,1.96,1,4.519774011299439,1.77,0.2,-0.4
175,Ricker,b_for,-0.4,Ricker,-0.47,-0.54,-0.41,1.001,17.499999999999986,1.77,0.2,-0.4
175,Ricker,sigma,0.2,Ricker,0.22,0.17,0.27,1.003,9.999999999999995,1.77,0.2,-0.4
175,Ricker,alpha,1.77,Beverton-Holt,6.33,2.82,9.81,1.001,257.6271186440678,1.77,0.2,-0.4
175,Ricker,b_for,-0.4,Beverton-Holt,0.09,-0.15,0.33,1,-122.5,1.77,0.2,-0.4
175,Ricker,sigma,0.2,Beverton-Holt,0.76,0.62,0.96,1,280,1.77,0.2,-0.4
178,Ricker,alpha,1.69,Ricker,1.83,1.55,2.1,1.001,8.28402366863906,1.69,0.6,-0.86
178,Ricker,b_for,-0.86,Ricker,-0.86,-1.08,-0.63,1,-0,1.69,0.6,-0.86
178,Ricker,sigma,0.6,Ricker,0.74,0.6,0.93,1,23.333333333333336,1.69,0.6,-0.86
178,Ricker,alpha,1.69,Beverton-Holt,5.47,2.19,9.65,1.001,223.66863905325445,1.69,0.6,-0.86
178,Ricker,b_for,-0.86,Beverton-Holt,-0.06,-0.56,0.42,1.002,-93.02325581395348,1.69,0.6,-0.86
178,Ricker,sigma,0.6,Beverton-Holt,1.6,1.29,2,1.001,166.66666666666669,1.69,0.6,-0.86
179,Beverton-Holt,alpha,1.47,Ricker,0.38,0.03,0.91,1.002,-74.14965986394557,1.47,1.5,0.15
179,Beverton-Holt,b_for,0.15,Ricker,0.01,-0.54,0.57,1,-93.33333333333333,1.47,1.5,0.15
179,Beverton-Holt,sigma,1.5,Ricker,1.94,1.56,2.41,1.001,29.33333333333333,1.47,1.5,0.15
179,Beverton-Holt,alpha,1.47,Beverton-Holt,1.49,0.16,4.07,1.01,1.3605442176870761,1.47,1.5,0.15
179,Beverton-Holt,b_for,0.15,Beverton-Holt,0.17,-0.37,0.71,1.005,13.333333333333346,1.47,1.5,0.15
179,Beverton-Holt,sigma,1.5,Beverton-Holt,1.78,1.42,2.26,1.002,18.666666666666668,1.47,1.5,0.15
181,Beverton-Holt,alpha,0.35,Ricker,0.36,0.2,0.52,1.001,2.85714285714286,0.35,0.4,0.48
181,Beverton-Holt,b_for,0.48,Ricker,0.47,0.32,0.61,1,-2.0833333333333353,0.35,0.4,0.48
181,Beverton-Holt,sigma,0.4,Ricker,0.43,0.35,0.54,1.002,7.499999999999993,0.35,0.4,0.48
181,Beverton-Holt,alpha,0.35,Beverton-Holt,0.39,0.18,0.59,1.001,11.42857142857144,0.35,0.4,0.48
181,Beverton-Holt,b_for,0.48,Beverton-Holt,0.48,0.32,0.64,1.002,0,0.35,0.4,0.48
181,Beverton-Holt,sigma,0.4,Beverton-Holt,0.44,0.36,0.55,1,9.999999999999995,0.35,0.4,0.48
183,Ricker,alpha,0.91,Ricker,0.98,0.73,1.22,1.001,7.692307692307686,0.91,0.6,0.56
183,Ricker,b_for,0.56,Ricker,0.5,0.3,0.68,1.001,-10.714285714285722,0.91,0.6,0.56
183,Ricker,sigma,0.6,Ricker,0.58,0.47,0.72,1,-3.3333333333333366,0.91,0.6,0.56
183,Ricker,alpha,0.91,Beverton-Holt,1.43,0.77,2.28,1.002,57.14285714285713,0.91,0.6,0.56
183,Ricker,b_for,0.56,Beverton-Holt,0.58,0.28,0.92,1.002,3.5714285714285543,0.91,0.6,0.56
183,Ricker,sigma,0.6,Beverton-Holt,0.74,0.6,0.94,1,23.333333333333336,0.91,0.6,0.56
184,Beverton-Holt,alpha,1.59,Ricker,0.75,0.47,1.02,1.002,-52.83018867924529,1.59,0.5,0.83
184,Beverton-Holt,b_for,0.83,Ricker,0.51,0.32,0.7,1.003,-38.554216867469876,1.59,0.5,0.83
184,Beverton-Holt,sigma,0.5,Ricker,0.5,0.4,0.62,1.003,0,1.59,0.5,0.83
184,Beverton-Holt,alpha,1.59,Beverton-Holt,1.22,0.73,1.76,1.002,-23.270440251572335,1.59,0.5,0.83
184,Beverton-Holt,b_for,0.83,Beverton-Holt,0.69,0.44,0.95,1.002,-16.867469879518076,1.59,0.5,0.83
184,Beverton-Holt,sigma,0.5,Beverton-Holt,0.48,0.39,0.6,1.002,-4.0000000000000036,1.59,0.5,0.83
185,Beverton-Holt,alpha,1.04,Ricker,0.36,0.04,0.69,1.003,-65.38461538461539,1.04,0.8,-0.61
185,Beverton-Holt,b_for,-0.61,Ricker,-0.61,-0.93,-0.29,1,-0,1.04,0.8,-0.61
185,Beverton-Holt,sigma,0.8,Ricker,1.01,0.81,1.27,1.001,26.249999999999993,1.04,0.8,-0.61
185,Beverton-Holt,alpha,1.04,Beverton-Holt,1.31,0.49,2.49,1.02,25.96153846153846,1.04,0.8,-0.61
185,Beverton-Holt,b_for,-0.61,Beverton-Holt,-0.8,-1.1,-0.49,1.005,31.147540983606568,1.04,0.8,-0.61
185,Beverton-Holt,sigma,0.8,Beverton-Holt,0.9,0.72,1.13,1.004,12.499999999999996,1.04,0.8,-0.61
187,Beverton-Holt,alpha,1.74,Ricker,0.41,0.02,1.01,1,-76.4367816091954,1.74,1.7,0.23
187,Beverton-Holt,b_for,0.23,Ricker,0.02,-0.6,0.67,1.004,-91.30434782608697,1.74,1.7,0.23
187,Beverton-Holt,sigma,1.7,Ricker,2.28,1.84,2.85,1.003,34.11764705882352,1.74,1.7,0.23
187,Beverton-Holt,alpha,1.74,Beverton-Holt,0.63,0.04,1.48,1.015,-63.79310344827586,1.74,1.7,0.23
187,Beverton-Holt,b_for,0.23,Beverton-Holt,0.05,-0.57,0.66,1.008,-78.26086956521739,1.74,1.7,0.23
187,Beverton-Holt,sigma,1.7,Beverton-Holt,2.16,1.74,2.7,1.005,27.05882352941178,1.74,1.7,0.23
189,Ricker,alpha,0.76,Ricker,0.78,0.55,1.01,1.001,2.6315789473684235,0.76,0.9,-0.8
189,Ricker,b_for,-0.8,Ricker,-0.67,-0.89,-0.46,1,-16.25,0.76,0.9,-0.8
189,Ricker,sigma,0.9,Ricker,0.64,0.52,0.8,1,-28.88888888888889,0.76,0.9,-0.8
189,Ricker,alpha,0.76,Beverton-Holt,1.17,0.57,2.05,1.003,53.94736842105262,0.76,0.9,-0.8
189,Ricker,b_for,-0.8,Beverton-Holt,-0.55,-0.81,-0.29,1.001,-31.25,0.76,0.9,-0.8
189,Ricker,sigma,0.9,Beverton-Holt,0.84,0.68,1.05,1.001,-6.666666666666672,0.76,0.9,-0.8
190,Ricker,alpha,1.36,Ricker,1.47,1.14,1.8,1.002,8.088235294117638,1.36,0.5,0.06
190,Ricker,b_for,0.06,Ricker,0.22,0.07,0.37,1.001,266.6666666666667,1.36,0.5,0.06
190,Ricker,sigma,0.5,Ricker,0.44,0.36,0.56,1.002,-12,1.36,0.5,0.06
190,Ricker,alpha,1.36,Beverton-Holt,4.74,1.7,9.68,1.003,248.52941176470586,1.36,0.5,0.06
190,Ricker,b_for,0.06,Beverton-Holt,0.28,0.08,0.46,1.001,366.66666666666674,1.36,0.5,0.06
190,Ricker,sigma,0.5,Beverton-Holt,0.52,0.42,0.65,1,4.0000000000000036,1.36,0.5,0.06
191,Beverton-Holt,alpha,2.71,Ricker,0.81,0.28,1.34,1.002,-70.11070110701107,2.71,1.8,-0.75
191,Beverton-Holt,b_for,-0.75,Ricker,-0.69,-1.17,-0.23,1.001,-8.000000000000007,2.71,1.8,-0.75
191,Beverton-Holt,sigma,1.8,Ricker,1.51,1.22,1.89,1,-16.111111111111114,2.71,1.8,-0.75
191,Beverton-Holt,alpha,2.71,Beverton-Holt,2.37,0.6,8.8,1.011,-12.546125461254608,2.71,1.8,-0.75
191,Beverton-Holt,b_for,-0.75,Beverton-Holt,-0.78,-1.28,-0.25,1.005,4.0000000000000036,2.71,1.8,-0.75
191,Beverton-Holt,sigma,1.8,Beverton-Holt,1.5,1.22,1.86,1,-16.666666666666668,2.71,1.8,-0.75
192,Ricker,alpha,0.87,Ricker,1.07,0.5,1.62,1,22.988505747126446,0.87,1.4,-0.11
192,Ricker,b_for,-0.11,Ricker,-0.28,-0.74,0.17,1,154.5454545454546,0.87,1.4,-0.11
192,Ricker,sigma,1.4,Ricker,1.54,1.24,1.91,1,10.000000000000009,0.87,1.4,-0.11
192,Ricker,alpha,0.87,Beverton-Holt,1.41,0.43,2.84,1.001,62.068965517241374,0.87,1.4,-0.11
192,Ricker,b_for,-0.11,Beverton-Holt,-0,-0.53,0.53,1.001,-100,0.87,1.4,-0.11
192,Ricker,sigma,1.4,Beverton-Holt,1.82,1.48,2.26,1.001,30.00000000000001,0.87,1.4,-0.11
193,Beverton-Holt,alpha,0.9,Ricker,0.82,0.54,1.11,1.002,-8.888888888888896,0.9,0.6,-0.24
193,Beverton-Holt,b_for,-0.24,Ricker,-0.31,-0.45,-0.15,1,29.16666666666667,0.9,0.6,-0.24
193,Beverton-Holt,sigma,0.6,Ricker,0.49,0.4,0.62,1,-18.333333333333332,0.9,0.6,-0.24
193,Beverton-Holt,alpha,0.9,Beverton-Holt,1.88,0.8,6.45,1.003,108.88888888888887,0.9,0.6,-0.24
193,Beverton-Holt,b_for,-0.24,Beverton-Holt,-0.27,-0.41,-0.11,1.001,12.500000000000012,0.9,0.6,-0.24
193,Beverton-Holt,sigma,0.6,Beverton-Holt,0.5,0.4,0.63,1.001,-16.666666666666664,0.9,0.6,-0.24
194,Beverton-Holt,alpha,1.3,Ricker,0.22,0.04,0.44,1.002,-83.07692307692308,1.3,0.2,-1.57
194,Beverton-Holt,b_for,-1.57,Ricker,-0.82,-1.09,-0.55,1.002,-47.770700636942685,1.3,0.2,-1.57
194,Beverton-Holt,sigma,0.2,Ricker,0.73,0.59,0.92,1.002,265,1.3,0.2,-1.57
194,Beverton-Holt,alpha,1.3,Beverton-Holt,1.31,1.19,1.44,1,0.7692307692307699,1.3,0.2,-1.57
194,Beverton-Holt,b_for,-1.57,Beverton-Holt,-1.55,-1.62,-1.49,1,-1.2738853503184724,1.3,0.2,-1.57
194,Beverton-Holt,sigma,0.2,Beverton-Holt,0.17,0.14,0.21,1.001,-15,1.3,0.2,-1.57
195,Beverton-Holt,alpha,1.38,Ricker,0.7,0.21,1.21,1.001,-49.275362318840585,1.38,1.4,0.47
195,Beverton-Holt,b_for,0.47,Ricker,0.27,-0.17,0.71,1.001,-42.553191489361694,1.38,1.4,0.47
195,Beverton-Holt,sigma,1.4,Ricker,1.5,1.22,1.87,1.001,7.1428571428571495,1.38,1.4,0.47
195,Beverton-Holt,alpha,1.38,Beverton-Holt,3.14,0.81,9.12,1.006,127.536231884058,1.38,1.4,0.47
195,Beverton-Holt,b_for,0.47,Beverton-Holt,0.66,0.05,1.23,1.005,40.42553191489363,1.38,1.4,0.47
195,Beverton-Holt,sigma,1.4,Beverton-Holt,1.48,1.19,1.86,1.002,5.71428571428572,1.38,1.4,0.47
196,Ricker,alpha,0.68,Ricker,0.66,0.63,0.7,1.003,-2.9411764705882377,0.68,0.1,-0.95
196,Ricker,b_for,-0.95,Ricker,-0.95,-0.99,-0.92,1.003,-0,0.68,0.1,-0.95
196,Ricker,sigma,0.1,Ricker,0.09,0.07,0.11,1,-10.000000000000009,0.68,0.1,-0.95
196,Ricker,alpha,0.68,Beverton-Holt,0.62,0.3,0.98,1.002,-8.823529411764714,0.68,0.1,-0.95
196,Ricker,b_for,-0.95,Beverton-Holt,-0.58,-0.79,-0.37,1.002,-38.94736842105263,0.68,0.1,-0.95
196,Ricker,sigma,0.1,Beverton-Holt,0.59,0.47,0.74,1.002,490,0.68,0.1,-0.95
197,Beverton-Holt,alpha,0.28,Ricker,0.39,0.03,0.89,1.001,39.28571428571428,0.28,1.6,-0.05
197,Beverton-Holt,b_for,-0.05,Ricker,0.11,-0.36,0.58,1.001,-320,0.28,1.6,-0.05
197,Beverton-Holt,sigma,1.6,Ricker,1.65,1.35,2.06,1.001,3.124999999999989,0.28,1.6,-0.05
197,Beverton-Holt,alpha,0.28,Beverton-Holt,3.04,0.42,9.27,1.011,985.7142857142857,0.28,1.6,-0.05
197,Beverton-Holt,b_for,-0.05,Beverton-Holt,0.55,-0.05,1.14,1.005,-1200,0.28,1.6,-0.05
197,Beverton-Holt,sigma,1.6,Beverton-Holt,1.5,1.21,1.88,1.005,-6.250000000000005,0.28,1.6,-0.05
200,Ricker,alpha,1.21,Ricker,1.28,1.01,1.57,1.001,5.785123966942154,1.21,0.5,-0.58
200,Ricker,b_for,-0.58,Ricker,-0.67,-0.88,-0.48,1.002,15.517241379310358,1.21,0.5,-0.58
200,Ricker,sigma,0.5,Ricker,0.6,0.48,0.75,1,19.999999999999996,1.21,0.5,-0.58
200,Ricker,alpha,1.21,Beverton-Holt,5.94,2.17,9.79,1.001,390.909090909091,1.21,0.5,-0.58
200,Ricker,b_for,-0.58,Beverton-Holt,-0.37,-0.58,-0.15,1,-36.206896551724135,1.21,0.5,-0.58
200,Ricker,sigma,0.5,Beverton-Holt,0.72,0.58,0.9,1,43.99999999999999,1.21,0.5,-0.58
